Trait_id	Trait	Category	Category_id
PPTO:0001726	cane yield ratooning property ratoon 1yr	plant morphology trait	PPTO:0000009
PPTO:0001727	cane yield ratooning property ratoon 2yr	plant morphology trait	PPTO:0000009
PPTO:0001728	plant height new planting	plant morphology trait	PPTO:0000009
PPTO:0001729	plant height ratoon 1yr	plant morphology trait	PPTO:0000009
PPTO:0001730	plant height ratooning property ratoon 2yr	plant morphology trait	PPTO:0000009
PPTO:0001731	stalk diameter new planting	plant morphology trait	PPTO:0000009
PPTO:0001732	stalk diameter ratoon 1yr	plant morphology trait	PPTO:0000009
PPTO:0001733	stalk diameter ratooning property ratoon 1yr	plant morphology trait	PPTO:0000009
PPTO:0001734	stalk diameter ratooning property ratoon 2yr	plant morphology trait	PPTO:0000009
PPTO:0001735	stalk number new planting	plant morphology trait	PPTO:0000009
PPTO:0001736	stalk number ratoon 1yr	plant morphology trait	PPTO:0000009
PPTO:0001737	stalk number ratooning property ratoon 1yr	plant morphology trait	PPTO:0000009
PPTO:0001738	stalk number ratooning property ratoon 2yr	plant morphology trait	PPTO:0000009
PPTO:0001739	sucrose content new planting	biochemical trait	PPTO:0000004
PPTO:0001740	sucrose content ratoon 1yr	biochemical trait	PPTO:0000004
PPTO:0001741	sucrose content ratoon 2yr	biochemical trait	PPTO:0000004
PPTO:0001742	sucrose content ratooning property ratoon 1yr	biochemical trait	PPTO:0000004
PPTO:0001743	sucrose content ratooning property ratoon 2yr	biochemical trait	PPTO:0000004
PPTO:0001744	sugar yield ratooning property ratoon 1yr	biochemical trait	PPTO:0000004
PPTO:0001745	sugar yield ratooning property ratoon 2yr	biochemical trait	PPTO:0000004
PPTO:0001746	spike length	plant morphology trait	PPTO:0000009
PPTO:0001747	floret fertility	sterility or fertility trait	PPTO:0000012
PPTO:0001748	leaf photosynthesis	biological process trait	PPTO:0000008
PPTO:0001749	photosynthesis duration time	biological process trait	PPTO:0000008
PPTO:0001750	balance of carbon and nitrogen metabolism	biochemical trait	PPTO:0000004
PPTO:0001751	juice weight	plant morphology trait	PPTO:0000009
PPTO:0001752	gibberella stalk rot resistance	biotic stress trait	PPTO:0000007
PPTO:0001753	strigolactone biosynthesis	biochemical trait	PPTO:0000004
PPTO:0001754	broad-spectrum disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001755	cadmium efflux and allocation	biochemical trait	PPTO:0000004
PPTO:0001756	panicle size	plant morphology trait	PPTO:0000009
PPTO:0001757	size of the starch granule	plant quality trait	PPTO:0000005
PPTO:0001758	phosphate homeostasis	biochemical trait	PPTO:0000004
PPTO:0001759	submergence-induced internode elongation	plant growth and development trait	PPTO:0000006
PPTO:0001760	spikelet development	plant morphology trait	PPTO:0000009
PPTO:0001761	phenolamides biosynthesis	biochemical trait	PPTO:0000004
PPTO:0001762	tillering response to nitrogen	plant morphology trait	PPTO:0000009
PPTO:0001763	grain shape	plant morphology trait	PPTO:0000009
PPTO:0001764	cell-wall biosynthesis	biochemical trait	PPTO:0000004
PPTO:0001765	lateral root formation	plant growth and development trait	PPTO:0000006
PPTO:0001766	floral organ development	plant growth and development trait	PPTO:0000006
PPTO:0001767	leaf development	plant growth and development trait	PPTO:0000006
PPTO:0001768	pseudomonas syringae pv. glycinea infection resistance	biotic stress trait	PPTO:0000007
PPTO:0001769	starch and proteins accumulation in endosperm	biochemical trait	PPTO:0000004
PPTO:0001770	leaf number above the ear	plant morphology trait	PPTO:0000009
PPTO:0001771	inflorescence meristem development	plant growth and development trait	PPTO:0000006
PPTO:0001772	length of main panicle stem	plant morphology trait	PPTO:0000009
PPTO:0001773	seedling color	plant morphology trait	PPTO:0000009
PPTO:0001774	grain area size	plant morphology trait	PPTO:0000009
PPTO:0001775	inflorescence color	plant morphology trait	PPTO:0000009
PPTO:0001776	hair density of stem and leaf	plant morphology trait	PPTO:0000009
PPTO:0001777	chaff rate percentage	plant quality trait	PPTO:0000005
PPTO:0001778	projection on branch base	plant morphology trait	PPTO:0000009
